carnet,nombre,carrera,departamento,promedio
EST000443,Estudiante 443,Ingeniería Industrial,San Miguel,6.25
EST000444,Estudiante 444,Arquitectura,San Miguel,6.47
EST000445,Estudiante 445,Administración,San Salvador,9.15
EST000446,Estudiante 446,Contaduría,Santa Ana,9.85
EST000447,Estudiante 447,Ingeniería Industrial,La Libertad,6.71
EST000448,Estudiante 448,Administración,Sonsonate,8.33
EST000449,Estudiante 449,Administración,La Libertad,7.36
EST000450,Estudiante 450,Contaduría,Sonsonate,9.52
EST000451,Estudiante 451,Contaduría,La Libertad,7.45
EST000452,Estudiante 452,Ingeniería Industrial,Santa Ana,5.92
EST000453,Estudiante 453,Ingeniería Industrial,San Miguel,7.08
EST000454,Estudiante 454,Administración,La Libertad,9.2
EST000455,Estudiante 455,Administración,La Libertad,9.63
EST000456,Estudiante 456,Arquitectura,La Libertad,7.7
EST000457,Estudiante 457,Arquitectura,San Miguel,7.63
EST000458,Estudiante 458,Ingeniería en Sistemas,La Libertad,7.19
EST000459,Estudiante 459,Administración,San Miguel,6.83
EST000460,Estudiante 460,Arquitectura,San Miguel,6.88
EST000461,Estudiante 461,Arquitectura,Santa Ana,7.92
EST000462,Estudiante 462,Administración,Santa Ana,9.38
EST000463,Estudiante 463,Arquitectura,Santa Ana,6.1
EST000464,Estudiante 464,Administración,La Libertad,5.23
EST000465,Estudiante 465,Ingeniería Industrial,La Libertad,6.03
EST000466,Estudiante 466,Arquitectura,San Miguel,5.54
EST000467,Estudiante 467,Ingeniería en Sistemas,La Libertad,8.35
EST000468,Estudiante 468,Administración,San Miguel,5.75
EST000469,Estudiante 469,Arquitectura,San Miguel,8.6
EST000470,Estudiante 470,Ingeniería en Sistemas,San Miguel,9.7
EST000471,Estudiante 471,Ingeniería Industrial,Sonsonate,8.41
EST000472,Estudiante 472,Ingeniería en Sistemas,La Libertad,6.68
EST000473,Estudiante 473,Contaduría,San Miguel,9.86
EST000474,Estudiante 474,Ingeniería Industrial,Sonsonate,5.17
EST000475,Estudiante 475,Arquitectura,San Salvador,6.23
EST000476,Estudiante 476,Administración,Sonsonate,8.38
EST000477,Estudiante 477,Administración,San Salvador,8.77
EST000478,Estudiante 478,Arquitectura,La Libertad,9.22
EST000479,Estudiante 479,Ingeniería en Sistemas,Sonsonate,5.23
EST000480,Estudiante 480,Contaduría,Santa Ana,8.09
EST000481,Estudiante 481,Ingeniería en Sistemas,San Miguel,8.27
EST000482,Estudiante 482,Ingeniería en Sistemas,La Libertad,6.28
EST000483,Estudiante 483,Contaduría,La Libertad,6.0
EST000484,Estudiante 484,Administración,San Salvador,7.5
EST000485,Estudiante 485,Administración,La Libertad,5.48
EST000486,Estudiante 486,Contaduría,La Libertad,9.61
EST000487,Estudiante 487,Contaduría,San Miguel,6.78
EST000488,Estudiante 488,Ingeniería Industrial,San Miguel,7.06
EST000489,Estudiante 489,Arquitectura,San Salvador,5.44
EST000490,Estudiante 490,Arquitectura,San Miguel,9.04
EST000491,Estudiante 491,Contaduría,Santa Ana,6.07
EST000492,Estudiante 492,Contaduría,San Miguel,9.38
EST000493,Estudiante 493,Ingeniería en Sistemas,San Salvador,7.34
EST000494,Estudiante 494,Arquitectura,Santa Ana,7.83
EST000495,Estudiante 495,Administración,La Libertad,9.07
EST000496,Estudiante 496,Administración,San Salvador,9.83
EST000497,Estudiante 497,Arquitectura,La Libertad,6.77
EST000498,Estudiante 498,Ingeniería en Sistemas,San Miguel,8.9
EST000499,Estudiante 499,Contaduría,Santa Ana,8.7
EST000500,Estudiante 500,Contaduría,San Miguel,9.98
EST000501,Estudiante 501,Administración,Sonsonate,9.92
EST000502,Estudiante 502,Ingeniería en Sistemas,La Libertad,9.92
EST000503,Estudiante 503,Arquitectura,San Salvador,9.97
EST000504,Estudiante 504,Arquitectura,San Salvador,8.55
EST000505,Estudiante 505,Administración,La Libertad,7.34
EST000506,Estudiante 506,Ingeniería en Sistemas,Sonsonate,7.16
EST000507,Estudiante 507,Ingeniería Industrial,San Salvador,7.23
EST000508,Estudiante 508,Contaduría,Santa Ana,9.02
EST000509,Estudiante 509,Contaduría,Santa Ana,8.24
EST000510,Estudiante 510,Contaduría,San Salvador,5.14
EST000511,Estudiante 511,Administración,Sonsonate,6.59
EST000512,Estudiante 512,Ingeniería en Sistemas,Sonsonate,7.29
EST000513,Estudiante 513,Ingeniería en Sistemas,Santa Ana,5.93
EST000514,Estudiante 514,Contaduría,San Miguel,7.1
EST000515,Estudiante 515,Ingeniería en Sistemas,Santa Ana,6.13
EST000516,Estudiante 516,Ingeniería en Sistemas,San Salvador,8.3
EST000517,Estudiante 517,Administración,La Libertad,5.34
EST000518,Estudiante 518,Administración,San Miguel,5.31
EST000519,Estudiante 519,Ingeniería Industrial,San Salvador,7.63
EST000520,Estudiante 520,Ingeniería Industrial,Sonsonate,8.76
EST000521,Estudiante 521,Ingeniería Industrial,Santa Ana,5.91
EST000522,Estudiante 522,Arquitectura,San Miguel,5.17
EST000523,Estudiante 523,Administración,Sonsonate,5.17
EST000524,Estudiante 524,Contaduría,Santa Ana,6.8
EST000525,Estudiante 525,Ingeniería en Sistemas,Sonsonate,6.27
EST000526,Estudiante 526,Administración,Sonsonate,6.43
EST000527,Estudiante 527,Ingeniería Industrial,Santa Ana,8.67
EST000528,Estudiante 528,Contaduría,Sonsonate,9.57
EST000529,Estudiante 529,Ingeniería Industrial,Santa Ana,5.28
EST000530,Estudiante 530,Ingeniería en Sistemas,Sonsonate,5.22
EST000531,Estudiante 531,Ingeniería en Sistemas,La Libertad,9.52
EST000532,Estudiante 532,Arquitectura,San Miguel,7.82
EST000533,Estudiante 533,Administración,Sonsonate,6.08
EST000534,Estudiante 534,Ingeniería en Sistemas,San Miguel,8.77
EST000535,Estudiante 535,Arquitectura,Sonsonate,7.37
EST000536,Estudiante 536,Arquitectura,San Salvador,9.22
EST000537,Estudiante 537,Ingeniería Industrial,Santa Ana,5.74
EST000538,Estudiante 538,Administración,Sonsonate,5.61
EST000539,Estudiante 539,Ingeniería Industrial,San Salvador,9.68
EST000540,Estudiante 540,Administración,San Miguel,9.25
EST000541,Estudiante 541,Ingeniería Industrial,San Salvador,5.29
EST000542,Estudiante 542,Ingeniería en Sistemas,La Libertad,8.68
EST000543,Estudiante 543,Ingeniería Industrial,Sonsonate,5.62
EST000544,Estudiante 544,Ingeniería en Sistemas,San Miguel,5.26
EST000545,Estudiante 545,Contaduría,San Miguel,5.28
EST000546,Estudiante 546,Arquitectura,La Libertad,6.36
EST000547,Estudiante 547,Ingeniería Industrial,San Salvador,5.34
EST000548,Estudiante 548,Contaduría,La Libertad,7.97
EST000549,Estudiante 549,Contaduría,Sonsonate,8.39
EST000550,Estudiante 550,Ingeniería en Sistemas,Sonsonate,6.87
EST000551,Estudiante 551,Contaduría,Santa Ana,5.06
EST000552,Estudiante 552,Ingeniería Industrial,San Salvador,8.06
EST000553,Estudiante 553,Administración,San Salvador,7.67
EST000554,Estudiante 554,Contaduría,San Miguel,6.41
EST000555,Estudiante 555,Ingeniería Industrial,La Libertad,5.98
EST000556,Estudiante 556,Arquitectura,Santa Ana,7.3
EST000557,Estudiante 557,Ingeniería en Sistemas,La Libertad,9.0
EST000558,Estudiante 558,Arquitectura,San Miguel,7.06
EST000559,Estudiante 559,Ingeniería Industrial,La Libertad,5.77
EST000560,Estudiante 560,Ingeniería Industrial,Santa Ana,8.7
EST000561,Estudiante 561,Administración,Sonsonate,8.79
EST000562,Estudiante 562,Contaduría,La Libertad,5.69
EST000563,Estudiante 563,Administración,Sonsonate,6.33
EST000564,Estudiante 564,Arquitectura,La Libertad,7.93
EST000565,Estudiante 565,Administración,La Libertad,7.42
EST000566,Estudiante 566,Ingeniería Industrial,La Libertad,5.91
EST000567,Estudiante 567,Arquitectura,San Salvador,5.51
EST000568,Estudiante 568,Ingeniería en Sistemas,Sonsonate,8.75
EST000569,Estudiante 569,Ingeniería en Sistemas,San Miguel,7.68
EST000570,Estudiante 570,Administración,La Libertad,10.0
EST000571,Estudiante 571,Contaduría,La Libertad,8.23
EST000572,Estudiante 572,Contaduría,La Libertad,6.6
EST000573,Estudiante 573,Contaduría,Santa Ana,8.39
EST000574,Estudiante 574,Arquitectura,Sonsonate,8.23
EST000575,Estudiante 575,Contaduría,Sonsonate,6.12
EST000576,Estudiante 576,Administración,La Libertad,6.89
EST000577,Estudiante 577,Ingeniería en Sistemas,San Salvador,9.51
EST000578,Estudiante 578,Administración,Sonsonate,7.05
EST000579,Estudiante 579,Contaduría,Sonsonate,7.94
EST000580,Estudiante 580,Administración,San Miguel,6.36
EST000581,Estudiante 581,Administración,San Salvador,7.45
EST000582,Estudiante 582,Contaduría,San Miguel,8.93
EST000583,Estudiante 583,Ingeniería en Sistemas,La Libertad,9.34
EST000584,Estudiante 584,Contaduría,San Miguel,5.57
EST000585,Estudiante 585,Administración,Santa Ana,7.92
EST000586,Estudiante 586,Ingeniería en Sistemas,San Miguel,8.35
EST000587,Estudiante 587,Contaduría,La Libertad,7.28
EST000588,Estudiante 588,Arquitectura,Sonsonate,7.5
EST000589,Estudiante 589,Ingeniería en Sistemas,Santa Ana,5.28
EST000590,Estudiante 590,Contaduría,San Salvador,6.82
EST000591,Estudiante 591,Contaduría,Santa Ana,6.62
EST000592,Estudiante 592,Contaduría,Santa Ana,5.88
EST000593,Estudiante 593,Administración,Sonsonate,6.38
EST000594,Estudiante 594,Ingeniería Industrial,Santa Ana,9.19
EST000595,Estudiante 595,Ingeniería Industrial,San Miguel,9.34
EST000596,Estudiante 596,Contaduría,San Miguel,6.57
EST000597,Estudiante 597,Contaduría,Sonsonate,8.69
EST000598,Estudiante 598,Ingeniería en Sistemas,La Libertad,6.18
EST000599,Estudiante 599,Arquitectura,San Miguel,6.13
EST000600,Estudiante 600,Ingeniería en Sistemas,Sonsonate,8.93
EST000601,Estudiante 601,Administración,San Salvador,6.39
EST000602,Estudiante 602,Ingeniería Industrial,San Salvador,6.33
EST000603,Estudiante 603,Ingeniería Industrial,San Miguel,8.94
EST000604,Estudiante 604,Administración,La Libertad,6.03
EST000605,Estudiante 605,Administración,San Salvador,7.49
EST000606,Estudiante 606,Ingeniería Industrial,San Miguel,9.0
EST000607,Estudiante 607,Contaduría,San Miguel,8.99
EST000608,Estudiante 608,Contaduría,La Libertad,6.25
EST000609,Estudiante 609,Administración,San Salvador,8.86
EST000610,Estudiante 610,Ingeniería en Sistemas,Sonsonate,9.36
EST000611,Estudiante 611,Contaduría,La Libertad,9.49
EST000612,Estudiante 612,Arquitectura,San Miguel,6.95
EST000613,Estudiante 613,Ingeniería Industrial,La Libertad,7.15
EST000614,Estudiante 614,Ingeniería en Sistemas,San Miguel,5.3
EST000615,Estudiante 615,Ingeniería en Sistemas,San Salvador,9.15
EST000616,Estudiante 616,Contaduría,La Libertad,5.87
EST000617,Estudiante 617,Contaduría,La Libertad,8.89
EST000618,Estudiante 618,Arquitectura,Santa Ana,5.15
EST000619,Estudiante 619,Contaduría,Santa Ana,5.11
EST000620,Estudiante 620,Ingeniería en Sistemas,La Libertad,9.29
EST000621,Estudiante 621,Arquitectura,San Miguel,6.11
EST000622,Estudiante 622,Administración,San Salvador,8.88
EST000623,Estudiante 623,Contaduría,Sonsonate,8.11
EST000624,Estudiante 624,Contaduría,Sonsonate,7.27
EST000625,Estudiante 625,Ingeniería Industrial,Santa Ana,7.12
EST000626,Estudiante 626,Ingeniería en Sistemas,Santa Ana,5.39
EST000627,Estudiante 627,Arquitectura,San Salvador,6.01
EST000628,Estudiante 628,Ingeniería Industrial,San Salvador,7.33
EST000629,Estudiante 629,Contaduría,San Miguel,7.12
EST000630,Estudiante 630,Arquitectura,La Libertad,5.53
EST000631,Estudiante 631,Administración,San Salvador,9.71
EST000632,Estudiante 632,Arquitectura,Santa Ana,5.23
EST000633,Estudiante 633,Ingeniería Industrial,Santa Ana,6.46
EST000634,Estudiante 634,Contaduría,Sonsonate,8.12
EST000635,Estudiante 635,Contaduría,San Salvador,6.16
EST000636,Estudiante 636,Contaduría,La Libertad,8.46
EST000637,Estudiante 637,Ingeniería Industrial,San Miguel,8.03
EST000638,Estudiante 638,Ingeniería en Sistemas,La Libertad,8.12
EST000639,Estudiante 639,Contaduría,Santa Ana,8.38
EST000640,Estudiante 640,Administración,Santa Ana,5.04
EST000641,Estudiante 641,Administración,San Miguel,9.76
EST000642,Estudiante 642,Administración,La Libertad,9.62
EST000643,Estudiante 643,Ingeniería Industrial,San Salvador,7.18
EST000644,Estudiante 644,Contaduría,Santa Ana,5.04
EST000645,Estudiante 645,Administración,Sonsonate,5.78
EST000646,Estudiante 646,Ingeniería en Sistemas,Sonsonate,8.33
EST000647,Estudiante 647,Administración,Santa Ana,5.65
EST000648,Estudiante 648,Ingeniería en Sistemas,La Libertad,7.67
EST000649,Estudiante 649,Contaduría,San Miguel,7.94
EST000650,Estudiante 650,Arquitectura,Sonsonate,9.25
EST000651,Estudiante 651,Ingeniería Industrial,La Libertad,8.54
EST000652,Estudiante 652,Ingeniería Industrial,San Miguel,8.15
EST000653,Estudiante 653,Contaduría,San Salvador,6.25
EST000654,Estudiante 654,Ingeniería en Sistemas,La Libertad,9.99
EST000655,Estudiante 655,Contaduría,San Salvador,6.51
EST000656,Estudiante 656,Ingeniería en Sistemas,Santa Ana,6.47
EST000657,Estudiante 657,Administración,Sonsonate,8.24
EST000658,Estudiante 658,Administración,Santa Ana,7.94
EST000659,Estudiante 659,Ingeniería Industrial,Santa Ana,5.21
EST000660,Estudiante 660,Contaduría,San Miguel,5.68
EST000661,Estudiante 661,Administración,San Miguel,5.01
EST000662,Estudiante 662,Arquitectura,La Libertad,9.42
EST000663,Estudiante 663,Arquitectura,La Libertad,8.45
EST000664,Estudiante 664,Contaduría,Sonsonate,5.32
EST000665,Estudiante 665,Ingeniería Industrial,La Libertad,6.83
EST000666,Estudiante 666,Ingeniería en Sistemas,Santa Ana,7.93
EST000667,Estudiante 667,Contaduría,Santa Ana,8.45
EST000668,Estudiante 668,Arquitectura,San Miguel,8.75
EST000669,Estudiante 669,Arquitectura,Santa Ana,7.82
EST000670,Estudiante 670,Ingeniería Industrial,San Salvador,5.27
EST000671,Estudiante 671,Ingeniería Industrial,La Libertad,9.68
EST000672,Estudiante 672,Contaduría,Sonsonate,9.79
EST000673,Estudiante 673,Ingeniería en Sistemas,La Libertad,6.91
EST000674,Estudiante 674,Ingeniería Industrial,Santa Ana,7.74
EST000675,Estudiante 675,Ingeniería en Sistemas,Santa Ana,6.67
EST000676,Estudiante 676,Ingeniería en Sistemas,San Miguel,6.28
EST000677,Estudiante 677,Ingeniería en Sistemas,La Libertad,9.86
EST000678,Estudiante 678,Contaduría,Sonsonate,8.03
EST000679,Estudiante 679,Contaduría,Sonsonate,8.08
EST000680,Estudiante 680,Ingeniería en Sistemas,Santa Ana,8.87
EST000681,Estudiante 681,Ingeniería en Sistemas,San Miguel,9.33
EST000682,Estudiante 682,Contaduría,Sonsonate,9.6
EST000683,Estudiante 683,Ingeniería en Sistemas,San Miguel,7.5
EST000684,Estudiante 684,Ingeniería Industrial,San Salvador,5.28
EST000685,Estudiante 685,Ingeniería Industrial,Sonsonate,9.06
EST000686,Estudiante 686,Ingeniería en Sistemas,San Miguel,5.72
EST000687,Estudiante 687,Contaduría,San Miguel,9.36
EST000688,Estudiante 688,Ingeniería Industrial,San Salvador,8.36
EST000689,Estudiante 689,Arquitectura,San Salvador,9.46
EST000690,Estudiante 690,Administración,La Libertad,7.32
EST000691,Estudiante 691,Contaduría,San Salvador,7.47
EST000692,Estudiante 692,Arquitectura,San Salvador,5.71
EST000693,Estudiante 693,Arquitectura,San Salvador,5.95
EST000694,Estudiante 694,Administración,San Salvador,6.68
EST000695,Estudiante 695,Ingeniería en Sistemas,San Miguel,8.69
EST000696,Estudiante 696,Administración,San Salvador,6.28
EST000697,Estudiante 697,Administración,Sonsonate,6.67
EST000698,Estudiante 698,Administración,San Miguel,5.97
EST000699,Estudiante 699,Ingeniería en Sistemas,La Libertad,7.76
EST000700,Estudiante 700,Administración,San Miguel,7.96
EST000701,Estudiante 701,Administración,Santa Ana,8.65
EST000702,Estudiante 702,Contaduría,San Salvador,6.61
EST000703,Estudiante 703,Arquitectura,Sonsonate,8.71
EST000704,Estudiante 704,Administración,La Libertad,7.83
EST000705,Estudiante 705,Arquitectura,Sonsonate,6.18
EST000706,Estudiante 706,Arquitectura,Santa Ana,5.25
EST000707,Estudiante 707,Ingeniería en Sistemas,San Salvador,7.14
EST000708,Estudiante 708,Administración,San Miguel,6.59
EST000709,Estudiante 709,Administración,Sonsonate,7.63
EST000710,Estudiante 710,Administración,Santa Ana,5.76
EST000711,Estudiante 711,Arquitectura,Santa Ana,8.6
EST000712,Estudiante 712,Arquitectura,Sonsonate,9.37
EST000713,Estudiante 713,Contaduría,Santa Ana,7.13
EST000714,Estudiante 714,Ingeniería en Sistemas,San Salvador,7.28
EST000715,Estudiante 715,Ingeniería en Sistemas,La Libertad,9.32
EST000716,Estudiante 716,Arquitectura,Sonsonate,8.09
EST000717,Estudiante 717,Contaduría,San Miguel,8.2
EST000718,Estudiante 718,Ingeniería Industrial,San Miguel,6.57
EST000719,Estudiante 719,Administración,San Salvador,8.16
EST000720,Estudiante 720,Administración,San Miguel,9.16
EST000721,Estudiante 721,Contaduría,Santa Ana,8.39
EST000722,Estudiante 722,Ingeniería en Sistemas,San Salvador,5.28
EST000723,Estudiante 723,Administración,San Miguel,7.53
EST000724,Estudiante 724,Ingeniería en Sistemas,Sonsonate,8.92
EST000725,Estudiante 725,Ingeniería Industrial,La Libertad,6.32
EST000726,Estudiante 726,Ingeniería en Sistemas,Sonsonate,9.29
EST000727,Estudiante 727,Administración,Santa Ana,8.88
EST000728,Estudiante 728,Administración,San Salvador,9.6
EST000729,Estudiante 729,Contaduría,La Libertad,5.67
EST000730,Estudiante 730,Contaduría,San Miguel,5.57
EST000731,Estudiante 731,Arquitectura,La Libertad,5.88
EST000732,Estudiante 732,Arquitectura,Santa Ana,9.92
EST000733,Estudiante 733,Arquitectura,La Libertad,8.66
EST000734,Estudiante 734,Ingeniería en Sistemas,San Miguel,7.09
EST000735,Estudiante 735,Ingeniería Industrial,Santa Ana,6.37
EST000736,Estudiante 736,Contaduría,San Miguel,7.58
EST000737,Estudiante 737,Ingeniería Industrial,La Libertad,8.51
EST000738,Estudiante 738,Ingeniería en Sistemas,Sonsonate,6.2
EST000739,Estudiante 739,Ingeniería Industrial,San Miguel,5.68
EST000740,Estudiante 740,Contaduría,San Salvador,5.27
EST000741,Estudiante 741,Contaduría,San Miguel,9.54
EST000742,Estudiante 742,Administración,La Libertad,8.76
EST000743,Estudiante 743,Administración,San Salvador,6.3
EST000744,Estudiante 744,Administración,Santa Ana,5.24
EST000745,Estudiante 745,Ingeniería en Sistemas,Sonsonate,6.11
EST000746,Estudiante 746,Arquitectura,San Miguel,8.28
EST000747,Estudiante 747,Administración,Sonsonate,8.91
EST000748,Estudiante 748,Administración,La Libertad,9.49
EST000749,Estudiante 749,Ingeniería Industrial,La Libertad,6.05
EST000750,Estudiante 750,Administración,Sonsonate,6.69
EST000751,Estudiante 751,Administración,San Miguel,6.96
EST000752,Estudiante 752,Ingeniería en Sistemas,La Libertad,5.99
EST000753,Estudiante 753,Administración,La Libertad,8.62
EST000754,Estudiante 754,Administración,Santa Ana,5.06
EST000755,Estudiante 755,Contaduría,La Libertad,8.41
EST000756,Estudiante 756,Ingeniería Industrial,Santa Ana,5.49
EST000757,Estudiante 757,Arquitectura,Sonsonate,9.31
EST000758,Estudiante 758,Ingeniería Industrial,Santa Ana,8.45
EST000759,Estudiante 759,Administración,Sonsonate,8.47
EST000760,Estudiante 760,Ingeniería Industrial,San Miguel,5.84
EST000761,Estudiante 761,Ingeniería Industrial,Sonsonate,9.88
EST000762,Estudiante 762,Arquitectura,San Miguel,8.56
EST000763,Estudiante 763,Administración,La Libertad,5.53
EST000764,Estudiante 764,Administración,San Salvador,9.38
EST000765,Estudiante 765,Ingeniería Industrial,Sonsonate,5.37
EST000766,Estudiante 766,Administración,San Salvador,5.2
EST000767,Estudiante 767,Administración,San Miguel,8.77
EST000768,Estudiante 768,Contaduría,La Libertad,6.53
EST000769,Estudiante 769,Contaduría,La Libertad,6.43
EST000770,Estudiante 770,Arquitectura,Sonsonate,8.06
EST000771,Estudiante 771,Ingeniería en Sistemas,Santa Ana,8.33
